28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:41:41 2020	0.2 mi	276	2 mins	109	1 min	77
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:46:41 2020	0.2 mi	276	2 mins	109	1 min	77
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:51:42 2020	0.2 mi	276	2 mins	109	1 min	77
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:56:42 2020	0.2 mi	276	2 mins	109	1 min	78
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:01:42 2020	0.2 mi	276	2 mins	109	1 min	78
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:06:43 2020	0.2 mi	276	2 mins	109	1 min	77
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:11:43 2020	0.2 mi	276	2 mins	109	1 min	75
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:16:44 2020	0.2 mi	276	2 mins	109	1 min	74
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:21:44 2020	0.2 mi	276	2 mins	109	1 min	74
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:26:44 2020	0.2 mi	276	2 mins	109	1 min	72
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:31:45 2020	0.2 mi	276	2 mins	109	1 min	72
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:36:45 2020	0.2 mi	276	2 mins	109	1 min	71
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:41:46 2020	0.2 mi	276	2 mins	109	1 min	69
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:46:47 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:51:47 2020	0.2 mi	276	2 mins	109	1 min	71
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 02:56:48 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:01:48 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:06:49 2020	0.2 mi	276	2 mins	109	1 min	71
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:11:50 2020	0.2 mi	276	2 mins	109	1 min	71
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:16:50 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:21:51 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:26:51 2020	0.2 mi	276	2 mins	109	1 min	70
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:31:52 2020	0.2 mi	276	2 mins	109	1 min	71
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:36:52 2020	0.2 mi	276	2 mins	109	1 min	72
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:41:53 2020	0.2 mi	276	2 mins	109	1 min	72
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:46:54 2020	0.2 mi	276	2 mins	109	1 min	74
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:51:54 2020	0.2 mi	276	2 mins	109	1 min	74
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 03:57:05 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:02:08 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:07:12 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:12:14 2020	0.2 mi	276	2 mins	109	1 min	74
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:17:15 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:22:18 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:27:21 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:32:26 2020	0.2 mi	276	2 mins	109	1 min	73
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 04:37:31 2020	0.2 mi	276	2 mins	109	1 min	72
